,created_at,id,id_str,full_text,truncated,display_text_range,entities,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user,geo,coordinates,place,contributors,retweeted_status,is_quote_status,quoted_status_id,quoted_status_id_str,quoted_status_permalink,retweet_count,favorite_count,favorited,retweeted,lang,retweeted_text
0,Tue Aug 11 20:57:18 +0000 2020,1293290417996337152,1293290417996337152,"RT @EdLaborGOP: We couldn’t have said it better @GOPLeader.

Yet, House Democrats want to make #AB5 national through the reckless passage o…",False,"[0, 140]","{'hashtags': [{'text': 'AB5', 'indices': [95, 99]}], 'symbols': [], 'user_mentions': [{'screen_name': 'EdLaborGOP', 'name': 'House Ed & Labor Republicans', 'id': 16424044, 'id_str': '16424044', 'indices': [3, 14]}, {'screen_name': 'GOPLeader', 'name': 'Kevin McCarthy', 'id': 19739126, 'id_str': '19739126', 'indices': [48, 58]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,"{'id': 16256269, 'id_str': '16256269', 'name': 'Virginia Foxx', 'screen_name': 'virginiafoxx', 'location': 'Banner Elk, NC', 'description': ""Congresswoman Virginia Foxx. Conservative representing North Carolina's Fifth District."", 'url': 'http://t.co/v3FwVSsRH1', 'entities': {'url': {'urls': [{'url': 'http://t.co/v3FwVSsRH1', 'expanded_url': 'http://www.foxx.house.gov', 'display_url': 'foxx.house.gov', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 26751, 'friends_count': 1423, 'listed_count': 1435, 'created_at': 'Fri Sep 12 13:30:07 +0000 2008', 'favourites_count': 411, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': True, 'statuses_count': 4800, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'EBEBEB', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme7/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme7/bg.gif', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/826530077798187010/ol7ZEx04_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/826530077798187010/ol7ZEx04_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/16256269/1540250456', 'profile_link_color': '4A3DE0', 'profile_sidebar_border_color': 'C0C2D6', 'profile_sidebar_fill_color': 'EAEBFC', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",,,,,"{'created_at': 'Tue Aug 11 20:56:06 +0000 2020', 'id': 1293290114811080707, 'id_str': '1293290114811080707', 'full_text': 'We couldn’t have said it better @GOPLeader.\n\nYet, House Democrats want to make #AB5 national through the reckless passage of the #PROUnionBosses Act. \n\nAt a time when Americans are ready to get back to work, Dems are increasingly eager to destroy jobs for gig economy workers. https://t.co/XrEQOiIKuH', 'truncated': False, 'display_text_range': [0, 276], 'entities': {'hashtags': [{'text': 'AB5', 'indices': [79, 83]}, {'text': 'PROUnionBosses', 'indices': [129, 144]}], 'symbols': [], 'user_mentions': [{'screen_name': 'GOPLeader', 'name': 'Kevin McCarthy', 'id': 19739126, 'id_str': '19739126', 'indices': [32, 42]}], 'urls': [{'url': 'https://t.co/XrEQOiIKuH', 'expanded_url': 'https://twitter.com/GOPLeader/status/1293276332735057922', 'display_url': 'twitter.com/GOPLeader/stat…', 'indices': [277, 300]}]}, 'source': '<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 16424044, 'id_str': '16424044', 'name': 'House Ed & Labor Republicans', 'screen_name': 'EdLaborGOP', 'location': 'Washington, D.C.', 'description': 'Fostering the best opportunities for students to learn, workers to succeed, and employers to grow. Republican Leader Rep. @VirginiaFoxx.', 'url': 'https://t.co/4vVHntvdqd', 'entities': {'url': {'urls': [{'url': 'https://t.co/4vVHntvdqd', 'expanded_url': 'http://republicans-edlabor.house.gov', 'display_url': 'republicans-edlabor.house.gov', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 15404, 'friends_count': 753, 'listed_count': 819, 'created_at': 'Tue Sep 23 19:33:31 +0000 2008', 'favourites_count': 1773, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 7519, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '840615', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1080870670924505088/7wB_RYP8_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1080870670924505088/7wB_RYP8_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/16424044/1516828425', 'profile_link_color': '002E6D', 'profile_sidebar_border_color': '333333', 'profile_sidebar_fill_color': 'FFFFFF', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': True, 'quoted_status_id': 1293276332735057922, 'quoted_status_id_str': '1293276332735057922', 'quoted_status_permalink': {'url': 'https://t.co/XrEQOiIKuH', 'expanded': 'https://twitter.com/GOPLeader/status/1293276332735057922', 'display': 'twitter.com/GOPLeader/stat…'}, 'quoted_status': {'created_at': 'Tue Aug 11 20:01:20 +0000 2020', 'id': 1293276332735057922, 'id_str': '1293276332735057922', 'full_text': 'Americans have enough to worry about these days, and Californians are no exception. Yet, Sacramento Democrats have made life exceedingly difficult for gig economy workers through #AB5, which has already destroyed countless jobs. It’s time to repeal this failed law!', 'truncated': False, 'display_text_range': [0, 265], 'entities': {'hashtags': [{'text': 'AB5', 'indices': [179, 183]}], 'symbols': [], 'user_mentions': [], 'urls': []}, 'source': '<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 19739126, 'id_str': '19739126', 'name': 'Kevin McCarthy', 'screen_name': 'GOPLeader', 'location': 'Bakersfield, CA', 'description': ""Republican Leader and Representative of California's 23rd District in the House of Representatives.\nhttps://t.co/ZqWsqD6L0T"", 'url': 'https://t.co/eB1lud6Yi3', 'entities': {'url': {'urls': [{'url': 'https://t.co/eB1lud6Yi3', 'expanded_url': 'http://republicanleader.gov', 'display_url': 'republicanleader.gov', 'indices': [0, 23]}]}, 'description': {'urls': [{'url': 'https://t.co/ZqWsqD6L0T', 'expanded_url': 'https://www.instagram.com/repkevinmccarthy/', 'display_url': 'instagram.com/repkevinmccart…', 'indices': [100, 123]}]}}, 'protected': False, 'followers_count': 937520, 'friends_count': 1398, 'listed_count': 5013, 'created_at': 'Thu Jan 29 22:28:48 +0000 2009', 'favourites_count': 1891, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': True, 'statuses_count': 14114, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '3B94D9', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1144683452064833536/fZbuxrtg_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1144683452064833536/fZbuxrtg_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/19739126/1582230846', 'profile_link_color': '0A2644', 'profile_sidebar_border_color': 'FF0000', 'profile_sidebar_fill_color': 'FFFFFF', 'profile_text_color': '122C73', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 434, 'favorite_count': 1408, 'favorited': False, 'retweeted': False, 'lang': 'en'}, 'retweet_count': 77, 'favorite_count': 214, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",True,1.293276332735058e+18,1.293276332735058e+18,"{'url': 'https://t.co/XrEQOiIKuH', 'expanded': 'https://twitter.com/GOPLeader/status/1293276332735057922', 'display': 'twitter.com/GOPLeader/stat…'}",77,0,False,False,en,"We couldn’t have said it better @GOPLeader.

Yet, House Democrats want to make #AB5 national through the reckless passage of the #PROUnionBosses Act. 

At a time when Americans are ready to get back to work, Dems are increasingly eager to destroy jobs for gig economy workers. https://t.co/XrEQOiIKuH"
1,Tue Aug 11 16:10:17 +0000 2020,1293218186259767297,1293218186259767297,"An $11,000 price tag for permitting? Seattle's ""housing affordability"" law is a catastrophe. However, there is a bipartisan, legislative fix that the House passed earlier this year: the Yes In My Backyard Act. https://t.co/Xi5tGepTir",False,"[0, 233]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/Xi5tGepTir', 'expanded_url': 'https://www.forbes.com/sites/instituteforjustice/2020/08/10/they-want-to-fix-up-their-home-seattle-demands-they-pay-an-extra-11000/#7e40feb48e58', 'display_url': 'forbes.com/sites/institut…', 'indices': [210, 233]}]}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,"{'id': 16256269, 'id_str': '16256269', 'name': 'Virginia Foxx', 'screen_name': 'virginiafoxx', 'location': 'Banner Elk, NC', 'description': ""Congresswoman Virginia Foxx. Conservative representing North Carolina's Fifth District."", 'url': 'http://t.co/v3FwVSsRH1', 'entities': {'url': {'urls': [{'url': 'http://t.co/v3FwVSsRH1', 'expanded_url': 'http://www.foxx.house.gov', 'display_url': 'foxx.house.gov', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 26751, 'friends_count': 1423, 'listed_count': 1435, 'created_at': 'Fri Sep 12 13:30:07 +0000 2008', 'favourites_count': 411, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': True, 'statuses_count': 4800, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'EBEBEB', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme7/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme7/bg.gif', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/826530077798187010/ol7ZEx04_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/826530077798187010/ol7ZEx04_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/16256269/1540250456', 'profile_link_color': '4A3DE0', 'profile_sidebar_border_color': 'C0C2D6', 'profile_sidebar_fill_color': 'EAEBFC', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",,,,,,False,,,,2,4,False,False,en,
2,Mon Aug 10 17:38:07 +0000 2020,1292877905886879745,1292877905886879745,Great news for North Carolina’s Fifth District! https://t.co/SIgnILqc3N,False,"[0, 47]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/SIgnILqc3N', 'expanded_url': 'https://twitter.com/ifbsolutions/status/1292877073736962049', 'display_url': 'twitter.com/ifbsolutions/s…', 'indices': [48, 71]}]}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,"{'id': 16256269, 'id_str': '16256269', 'name': 'Virginia Foxx', 'screen_name': 'virginiafoxx', 'location': 'Banner Elk, NC', 'description': ""Congresswoman Virginia Foxx. Conservative representing North Carolina's Fifth District."", 'url': 'http://t.co/v3FwVSsRH1', 'entities': {'url': {'urls': [{'url': 'http://t.co/v3FwVSsRH1', 'expanded_url': 'http://www.foxx.house.gov', 'display_url': 'foxx.house.gov', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 26751, 'friends_count': 1423, 'listed_count': 1435, 'created_at': 'Fri Sep 12 13:30:07 +0000 2008', 'favourites_count': 411, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': True, 'statuses_count': 4800, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'EBEBEB', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme7/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme7/bg.gif', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/826530077798187010/ol7ZEx04_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/826530077798187010/ol7ZEx04_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/16256269/1540250456', 'profile_link_color': '4A3DE0', 'profile_sidebar_border_color': 'C0C2D6', 'profile_sidebar_fill_color': 'EAEBFC', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",,,,,,True,1.292877073736962e+18,1.292877073736962e+18,"{'url': 'https://t.co/SIgnILqc3N', 'expanded': 'https://twitter.com/ifbsolutions/status/1292877073736962049', 'display': 'twitter.com/ifbsolutions/s…'}",4,17,False,False,en,
3,Mon Aug 10 17:10:47 +0000 2020,1292871024502079488,1292871024502079488,Sun Belt Conference all the way 🏈 #GoNeers https://t.co/OIWlgzDw04,False,"[0, 42]","{'hashtags': [{'text': 'GoNeers', 'indices': [34, 42]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/OIWlgzDw04', 'expanded_url': 'https://twitter.com/jim_jordan/status/1292847141422018562', 'display_url': 'twitter.com/jim_jordan/sta…', 'indices': [43, 66]}]}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,"{'id': 16256269, 'id_str': '16256269', 'name': 'Virginia Foxx', 'screen_name': 'virginiafoxx', 'location': 'Banner Elk, NC', 'description': ""Congresswoman Virginia Foxx. Conservative representing North Carolina's Fifth District."", 'url': 'http://t.co/v3FwVSsRH1', 'entities': {'url': {'urls': [{'url': 'http://t.co/v3FwVSsRH1', 'expanded_url': 'http://www.foxx.house.gov', 'display_url': 'foxx.house.gov', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 26751, 'friends_count': 1423, 'listed_count': 1435, 'created_at': 'Fri Sep 12 13:30:07 +0000 2008', 'favourites_count': 411, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': True, 'statuses_count': 4800, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'EBEBEB', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme7/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme7/bg.gif', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/826530077798187010/ol7ZEx04_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/826530077798187010/ol7ZEx04_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/16256269/1540250456', 'profile_link_color': '4A3DE0', 'profile_sidebar_border_color': 'C0C2D6', 'profile_sidebar_fill_color': 'EAEBFC', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",,,,,,True,1.2928471414220186e+18,1.2928471414220186e+18,"{'url': 'https://t.co/OIWlgzDw04', 'expanded': 'https://twitter.com/jim_jordan/status/1292847141422018562', 'display': 'twitter.com/jim_jordan/sta…'}",20,176,False,False,en,
4,Mon Aug 10 17:07:43 +0000 2020,1292870254213898240,1292870254213898240,"RT @HouseGOP: What *Democrats* have to say about about Pelosi's partisan wishlist…
 
“Washington gamesmanship”
 
“unrelated wastes of taxpa…",False,"[0, 140]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'HouseGOP', 'name': 'House Republicans', 'id': 15207668, 'id_str': '15207668', 'indices': [3, 12]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,"{'id': 16256269, 'id_str': '16256269', 'name': 'Virginia Foxx', 'screen_name': 'virginiafoxx', 'location': 'Banner Elk, NC', 'description': ""Congresswoman Virginia Foxx. Conservative representing North Carolina's Fifth District."", 'url': 'http://t.co/v3FwVSsRH1', 'entities': {'url': {'urls': [{'url': 'http://t.co/v3FwVSsRH1', 'expanded_url': 'http://www.foxx.house.gov', 'display_url': 'foxx.house.gov', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 26751, 'friends_count': 1423, 'listed_count': 1435, 'created_at': 'Fri Sep 12 13:30:07 +0000 2008', 'favourites_count': 411, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': True, 'statuses_count': 4800, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'EBEBEB', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme7/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme7/bg.gif', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/826530077798187010/ol7ZEx04_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/826530077798187010/ol7ZEx04_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/16256269/1540250456', 'profile_link_color': '4A3DE0', 'profile_sidebar_border_color': 'C0C2D6', 'profile_sidebar_fill_color': 'EAEBFC', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",,,,,"{'created_at': 'Mon Aug 10 17:05:59 +0000 2020', 'id': 1292869817331060736, 'id_str': '1292869817331060736', 'full_text': ""What *Democrats* have to say about about Pelosi's partisan wishlist…\n \n“Washington gamesmanship”\n \n“unrelated wastes of taxpayer dollars”\n \n“disservice to the American people”\n \n“no chance at becoming law”\n \n“delaying the help so many need”\n \nhttps://t.co/QiCfxDAtKh"", 'truncated': False, 'display_text_range': [0, 266], 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/QiCfxDAtKh', 'expanded_url': 'https://www.rollcall.com/2020/05/15/meet-the-lawmakers-who-bucked-their-parties-on-the-democratic-coronavirus-response-bill/', 'display_url': 'rollcall.com/2020/05/15/mee…', 'indices': [243, 266]}]}, 'source': '<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 15207668, 'id_str': '15207668', 'name': 'House Republicans', 'screen_name': 'HouseGOP', 'location': 'Washington, DC', 'description': 'We are the Republican Conference in the United States House of Representatives 🇺🇸', 'url': 'https://t.co/lcTnaxp5EE', 'entities': {'url': {'urls': [{'url': 'https://t.co/lcTnaxp5EE', 'expanded_url': 'http://gop.gov', 'display_url': 'gop.gov', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 985463, 'friends_count': 763, 'listed_count': 6237, 'created_at': 'Mon Jun 23 14:41:52 +0000 2008', 'favourites_count': 2733, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': True, 'statuses_count': 28874, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1050050759050571781/IPIU5Jma_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1050050759050571781/IPIU5Jma_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/15207668/1567019078', 'profile_link_color': '006699', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'FFFFFF', 'profile_text_color': '000000', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 65, 'favorite_count': 157, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",False,,,,65,0,False,False,en,"What *Democrats* have to say about about Pelosi's partisan wishlist…
 
“Washington gamesmanship”
 
“unrelated wastes of taxpayer dollars”
 
“disservice to the American people”
 
“no chance at becoming law”
 
“delaying the help so many need”
 
https://t.co/QiCfxDAtKh"
5,Mon Aug 10 15:53:30 +0000 2020,1292851575606710272,1292851575606710272,"Democrats routinely echo the same fatigued claims that Republicans are doing nothing to address the pandemic.

At the same time, they’re peddling a $3T catastrophe of a bill.

You begin to wonder if they realize they’ve been wasting time all along. Clearly, they’re in denial. https://t.co/mrzqs3u3ZS",False,"[0, 276]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1292851568002371584, 'id_str': '1292851568002371584', 'indices': [277, 300], 'media_url': 'http://pbs.twimg.com/tweet_video_thumb/EfEhproWkAAVEFK.jpg', 'media_url_https': 'https://pbs.twimg.com/tweet_video_thumb/EfEhproWkAAVEFK.jpg', 'url': 'https://t.co/mrzqs3u3ZS', 'display_url': 'pic.twitter.com/mrzqs3u3ZS', 'expanded_url': 'https://twitter.com/virginiafoxx/status/1292851575606710272/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1200, 'h': 700, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 700, 'resize': 'fit'}, 'small': {'w': 680, 'h': 397, 'resize': 'fit'}}}]}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,"{'id': 16256269, 'id_str': '16256269', 'name': 'Virginia Foxx', 'screen_name': 'virginiafoxx', 'location': 'Banner Elk, NC', 'description': ""Congresswoman Virginia Foxx. Conservative representing North Carolina's Fifth District."", 'url': 'http://t.co/v3FwVSsRH1', 'entities': {'url': {'urls': [{'url': 'http://t.co/v3FwVSsRH1', 'expanded_url': 'http://www.foxx.house.gov', 'display_url': 'foxx.house.gov', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 26751, 'friends_count': 1423, 'listed_count': 1435, 'created_at': 'Fri Sep 12 13:30:07 +0000 2008', 'favourites_count': 411, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': True, 'statuses_count': 4800, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'EBEBEB', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme7/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme7/bg.gif', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/826530077798187010/ol7ZEx04_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/826530077798187010/ol7ZEx04_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/16256269/1540250456', 'profile_link_color': '4A3DE0', 'profile_sidebar_border_color': 'C0C2D6', 'profile_sidebar_fill_color': 'EAEBFC', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",,,,,,False,,,,4,12,False,False,en,
